h=145,a=160
34.00044363491946,8.659643233600654
42.9686046127741,10.777052536943218
49.145593452917836,13.031667784522993
55.99525804781946,15.757960227439243
59.313185679416314,16.884958594867534
68.36249695688018,19.83809656836506
75.53552470765001,22.908676527677734
80.31893052419956,24.266100950824157
