h=145,a=300
30.071234017636336,6.606934480075959
48.21156733113704,10.592537251772887
53.88707165764168,11.816803125447837
70.22384157231707,16.125010273377416
73.53338926417678,16.218100973589298
94.36651508824002,20.892961308540396
114.76723458010177,24.4061906804198
152.45836233295816,32.17362532695599
186.13065988796998,40.50419451364931
