h=145,a=500
74.09995036125504,12.373711899353525
96.19472344140246,16.218100973589298
115.20851631832812,18.836490894898002
134.83974329533294,21.87761623949553
154.81673958624654,25.703957827688633
176.3943148139816,28.510182675039097
197.91767645523748,33.30427623087463
281.7201539522909,46.77351412871981
322.21907782215146,51.88000389289612
