h=145,a=350
66.04165027513255,12.661932675109442
83.46119212788312,15.757960227439243
101.115542685045,18.945235143565924
130.26205253321714,25.852348395621913
150.7131858905747,29.682467434632414
173.04189018759627,32.546178349804585
191.93370658148373,38.018939632056124
199.44259536657492,40.271703432545905
220.36938029885067,48.69675251658631
